VARIABLES= "Time" "Px_mean" "Py_mean" "Pz_mean" "Px_min" "Px_max" "Px_std" "Px_var" "Py_min" "Py_max" "Py_std" "Py_var" "Pz_min" "Pz_max" "Pz_std" "Pz_var" "|Px|_mean" "|Py|_mean" "|Pz|_mean" "|P|_mean" "qdiff_absmax"
0.000000e+00 -1.453226e-01 1.396119e-01 -6.804808e-04 -1.800579e-01 -1.124516e-01 9.574590e-03 9.167278e-05 9.534723e-02 1.787450e-01 1.086376e-02 1.180212e-04 -1.934351e-01 1.979378e-01 1.610411e-01 2.593422e-02 1.453226e-01 1.396119e-01 1.605498e-01 2.582337e-01 0.000e+00
1.000000e+04 -1.469290e-01 1.402149e-01 6.507567e-04 -1.795327e-01 -1.068913e-01 9.558985e-03 9.137420e-05 1.026233e-01 1.750405e-01 1.081211e-02 1.169017e-04 -1.842720e-01 1.839071e-01 1.569667e-01 2.463854e-02 1.469290e-01 1.402149e-01 1.564934e-01 2.569545e-01 0.000e+00
2.000000e+04 -1.496658e-01 1.364315e-01 -4.305604e-04 -1.767608e-01 -1.165751e-01 9.395577e-03 8.827687e-05 9.739268e-02 1.723557e-01 1.136363e-02 1.291320e-04 -1.882009e-01 1.992731e-01 1.595961e-01 2.547091e-02 1.496658e-01 1.364315e-01 1.591935e-01 2.581382e-01 0.000e+00
3.000000e+04 -1.469522e-01 1.385957e-01 -7.937788e-04 -1.757741e-01 -1.164780e-01 9.259571e-03 8.573965e-05 9.992852e-02 1.752369e-01 1.078337e-02 1.162812e-04 -1.884148e-01 1.855826e-01 1.581017e-01 2.499614e-02 1.469522e-01 1.385957e-01 1.576423e-01 2.567577e-01 0.000e+00
4.000000e+04 -1.476609e-01 1.363163e-01 1.063163e-03 -1.816545e-01 -1.158781e-01 9.223267e-03 8.506865e-05 9.140871e-02 1.672529e-01 1.059574e-02 1.122698e-04 -1.892467e-01 1.990848e-01 1.624264e-01 2.638233e-02 1.476609e-01 1.363163e-01 1.620319e-01 2.586470e-01 0.000e+00
5.000000e+04 -1.487426e-01 1.388291e-01 -1.231985e-03 -1.825525e-01 -1.201115e-01 9.365883e-03 8.771977e-05 1.012554e-01 1.713450e-01 1.046550e-02 1.095266e-04 -1.867492e-01 1.845680e-01 1.598974e-01 2.556718e-02 1.487426e-01 1.388291e-01 1.594501e-01 2.590309e-01 0.000e+00
6.000000e+04 -1.544387e-01 1.318618e-01 4.277833e-04 -1.818511e-01 -1.169434e-01 8.805254e-03 7.753250e-05 9.413867e-02 1.706727e-01 1.057753e-02 1.118842e-04 -1.886682e-01 1.881756e-01 1.587234e-01 2.519313e-02 1.544387e-01 1.318618e-01 1.582827e-01 2.579646e-01 0.000e+00
7.000000e+04 -1.533600e-01 1.335361e-01 1.118214e-03 -1.872797e-01 -1.222456e-01 8.875402e-03 7.877277e-05 9.481529e-02 1.671024e-01 1.077751e-02 1.161546e-04 -1.822049e-01 1.933268e-01 1.554343e-01 2.415982e-02 1.533600e-01 1.335361e-01 1.549882e-01 2.562112e-01 0.000e+00
8.000000e+04 -1.545513e-01 1.316866e-01 -1.319819e-03 -1.833126e-01 -1.177871e-01 9.199542e-03 8.463158e-05 9.646819e-02 1.624359e-01 1.033124e-02 1.067345e-04 -1.906670e-01 1.862854e-01 1.599455e-01 2.558257e-02 1.545513e-01 1.316866e-01 1.594791e-01 2.587203e-01 0.000e+00
9.000000e+04 -1.514474e-01 1.339931e-01 9.658321e-04 -1.822376e-01 -1.189324e-01 9.357923e-03 8.757073e-05 9.456965e-02 1.668804e-01 1.044514e-02 1.091010e-04 -1.885730e-01 1.909000e-01 1.589553e-01 2.526678e-02 1.514474e-01 1.339931e-01 1.584239e-01 2.574528e-01 0.000e+00
1.000000e+05 -1.554372e-01 1.278069e-01 2.499176e-04 -1.886094e-01 -1.233418e-01 9.085671e-03 8.254942e-05 8.820987e-02 1.674390e-01 1.105563e-02 1.222271e-04 -1.878812e-01 1.878632e-01 1.600420e-01 2.561344e-02 1.554372e-01 1.278069e-01 1.595954e-01 2.573924e-01 0.000e+00
1.100000e+05 -1.561387e-01 1.295916e-01 -1.465682e-03 -1.860080e-01 -1.245197e-01 9.170226e-03 8.409305e-05 8.378091e-02 1.620063e-01 1.136231e-02 1.291021e-04 -1.877902e-01 1.858666e-01 1.586689e-01 2.517583e-02 1.561387e-01 1.295916e-01 1.581846e-01 2.578671e-01 0.000e+00
1.200000e+05 -1.546359e-01 1.290232e-01 9.966607e-04 -1.845940e-01 -1.208650e-01 8.853422e-03 7.838308e-05 8.892720e-02 1.590195e-01 1.067493e-02 1.139542e-04 -1.863656e-01 1.923703e-01 1.610429e-01 2.593482e-02 1.546359e-01 1.290232e-01 1.605914e-01 2.580960e-01 0.000e+00
1.300000e+05 -1.533409e-01 1.272915e-01 -7.376893e-04 -1.898795e-01 -1.242289e-01 8.965731e-03 8.038433e-05 9.487239e-02 1.620237e-01 9.943316e-03 9.886954e-05 -1.926938e-01 1.918966e-01 1.621601e-01 2.629589e-02 1.533409e-01 1.272915e-01 1.617599e-01 2.571387e-01 0.000e+00
1.400000e+05 -1.559057e-01 1.265974e-01 -7.692956e-04 -1.834984e-01 -1.230392e-01 8.511747e-03 7.244984e-05 8.762119e-02 1.591190e-01 1.072995e-02 1.151319e-04 -1.919546e-01 1.894700e-01 1.604344e-01 2.573919e-02 1.559057e-01 1.265974e-01 1.599934e-01 2.572879e-01 0.000e+00
1.500000e+05 -1.586152e-01 1.229084e-01 9.948745e-04 -1.930215e-01 -1.222666e-01 9.146360e-03 8.365590e-05 8.407993e-02 1.535450e-01 1.092325e-02 1.193173e-04 -1.877374e-01 1.882133e-01 1.622601e-01 2.632834e-02 1.586152e-01 1.229084e-01 1.618262e-01 2.583186e-01 0.000e+00
1.600000e+05 -1.557146e-01 1.251261e-01 -7.723468e-04 -1.827244e-01 -1.198873e-01 8.905718e-03 7.931181e-05 8.750858e-02 1.643506e-01 1.089933e-02 1.187954e-04 -1.890604e-01 1.906921e-01 1.615270e-01 2.609096e-02 1.557146e-01 1.251261e-01 1.611405e-01 2.571519e-01 0.000e+00
1.700000e+05 -1.571819e-01 1.232791e-01 -5.314151e-04 -1.877037e-01 -1.311374e-01 8.779541e-03 7.708034e-05 8.384091e-02 1.551431e-01 1.062731e-02 1.129397e-04 -1.937619e-01 1.896759e-01 1.624733e-01 2.639756e-02 1.571819e-01 1.232791e-01 1.620127e-01 2.577200e-01 0.000e+00
1.800000e+05 -1.594278e-01 1.223299e-01 4.017170e-04 -1.847141e-01 -1.296659e-01 8.648714e-03 7.480025e-05 7.780210e-02 1.549636e-01 1.108052e-02 1.227778e-04 -1.938691e-01 1.898976e-01 1.612585e-01 2.600430e-02 1.594278e-01 1.223299e-01 1.608153e-01 2.579043e-01 0.000e+00
